index;nartist_with_flow;nartist_with_flow_listened;nmidia_regular_listened;nmidia_regular;nmidia_with_flow;nmidia_max_repet;nartist_regular_listened;nartist_regular;nmidia_with_flow_listened
3223;0;0;1;1;0;2;1;1;0
3231;1;0;1;2;1;2;1;1;0
3237;0;0;1;1;0;2;1;1;0
3241;0;0;1;1;0;2;1;1;0
3245;0;0;2;3;0;2;2;2;0
3246;1;1;0;0;1;2;0;0;1
3247;1;0;0;0;1;2;0;0;0
3251;1;0;0;0;1;2;0;0;0
3255;0;0;1;1;0;2;1;1;0
3256;0;0;0;2;0;2;0;1;0
3271;0;0;1;1;0;2;1;1;0
3290;0;0;1;2;0;2;1;1;0
3291;0;0;1;1;0;2;1;1;0
3296;0;0;2;2;0;2;1;1;0
3302;1;1;0;0;1;2;0;0;1
3307;0;0;0;2;0;2;0;1;0
3319;1;1;0;0;1;2;0;0;1
3321;1;1;0;0;1;2;0;0;1
3331;0;0;0;1;0;2;0;1;0
3343;0;0;0;1;0;2;0;1;0
3348;1;1;0;0;1;2;0;0;1
3355;1;1;1;1;1;2;1;1;1
3367;1;1;0;0;1;2;0;0;1
3374;1;1;0;0;1;2;0;0;1
3387;1;1;0;1;2;2;0;1;2
3388;1;1;0;1;3;2;0;1;2
3393;0;0;0;1;0;2;0;1;0
3403;0;0;1;1;0;2;1;1;0
3438;1;1;1;1;1;2;1;1;1
3447;1;1;0;0;1;2;0;0;1
3473;1;1;0;0;1;2;0;0;1
3492;1;1;0;0;2;2;0;0;1
3493;0;0;1;2;0;2;1;1;0
3502;0;0;1;1;0;2;1;1;0
3504;1;1;0;0;1;2;0;0;1
3540;1;0;0;0;1;2;0;0;0
3546;0;0;1;1;0;2;1;1;0
3549;0;0;1;1;0;2;1;1;0
3551;0;0;1;1;0;2;1;1;0
3570;2;1;0;0;2;2;0;0;1
3575;0;0;1;1;0;2;1;1;0
3576;0;0;0;1;0;2;0;1;0
3582;0;0;0;2;0;2;0;1;0
3591;1;1;0;0;1;2;0;0;1
3601;0;0;0;2;0;2;0;1;0
3610;1;1;0;0;1;2;0;0;1
3611;0;0;2;2;0;2;1;1;0
3621;0;0;1;1;0;2;1;1;0
3623;1;1;0;0;1;2;0;0;1
3637;0;0;1;1;0;2;1;1;0
3638;1;1;0;0;1;2;0;0;1
3649;0;0;1;1;0;2;1;1;0
3662;1;1;0;0;1;2;0;0;1
3664;0;0;1;1;0;2;1;1;0
3672;1;1;0;0;1;2;0;0;1
3685;0;0;0;1;0;2;0;1;0
3689;0;0;1;1;0;2;1;1;0
3694;1;1;0;0;1;2;0;0;1
3700;2;1;0;0;2;2;0;0;1
3727;1;0;0;0;1;2;0;0;0
3736;0;0;1;1;0;2;1;1;0
3759;0;0;0;1;0;2;0;1;0
3771;0;0;0;1;0;2;0;1;0
3777;1;0;2;5;1;2;2;3;0
3783;1;0;0;0;1;2;0;0;0
3821;1;1;0;0;1;2;0;0;1
3823;1;1;0;0;1;2;0;0;1
3827;1;1;0;0;1;2;0;0;1
3842;0;0;1;1;0;2;1;1;0
3872;1;1;0;0;1;2;0;0;1
3886;1;0;0;0;1;2;0;0;0
3889;1;0;0;0;1;2;0;0;0
3901;0;0;1;1;0;2;1;1;0
3916;1;0;0;0;1;2;0;0;0
3921;1;1;0;0;1;2;0;0;1
3925;1;0;0;0;1;2;0;0;0
3933;1;1;0;0;1;2;0;0;1
3934;1;1;0;0;1;2;0;0;1
3938;0;0;1;1;0;2;1;1;0
3941;0;0;0;1;0;2;0;1;0
3945;1;1;0;0;1;2;0;0;1
3955;1;0;0;0;1;2;0;0;0
3960;1;0;0;0;1;2;0;0;0
3968;0;0;1;1;0;2;1;1;0
4004;1;1;2;2;1;2;1;1;1
4011;1;1;0;0;1;2;0;0;1
4028;0;0;0;1;0;2;0;1;0
4042;1;0;0;0;1;2;0;0;0
4051;1;0;0;0;1;2;0;0;0
4055;0;0;0;2;0;2;0;1;0
4082;1;1;0;0;1;2;0;0;1
4092;1;1;1;1;1;2;1;1;1
4097;1;1;0;0;1;2;0;0;1
4103;0;0;1;3;0;2;1;2;0
4118;0;0;0;1;0;2;0;1;0
4126;1;0;0;0;1;2;0;0;0
4136;1;0;0;0;1;2;0;0;0
4141;1;0;1;2;2;2;1;1;0
4146;1;0;0;0;1;2;0;0;0
4154;0;0;1;1;0;2;1;1;0
4156;1;0;0;0;1;2;0;0;0
4160;0;0;1;1;0;2;1;1;0
4161;0;0;1;1;0;2;1;1;0
4168;1;1;0;0;1;2;0;0;1
4174;1;0;0;0;1;2;0;0;0
4184;1;1;0;0;1;2;0;0;1
4199;1;0;0;0;1;2;0;0;0
4206;0;0;1;1;0;2;1;1;0
4218;1;1;0;0;1;2;0;0;1
4226;1;1;0;0;2;2;0;0;2
4260;1;0;0;0;1;2;0;0;0
4266;1;1;1;2;1;2;1;2;1
4298;0;0;1;1;0;2;1;1;0
4312;0;0;1;1;0;2;1;1;0
4313;1;1;0;0;1;2;0;0;1
4314;1;0;0;0;1;2;0;0;0
4344;1;0;0;0;1;2;0;0;0
4347;1;0;0;0;2;2;0;0;0
4351;0;0;1;1;0;2;1;1;0
4356;1;1;0;0;1;2;0;0;1
4359;0;0;2;2;0;2;1;1;0
4360;1;0;0;0;1;2;0;0;0
4362;0;0;1;1;0;2;1;1;0
4388;0;0;1;2;0;2;1;1;0
4393;0;0;3;3;0;2;1;1;0
4395;1;1;0;0;1;2;0;0;1
4402;0;0;1;1;0;2;1;1;0
4403;1;1;0;0;1;2;0;0;1
4405;0;0;1;1;0;2;1;1;0
4428;0;0;1;1;0;2;1;1;0
4429;1;1;1;4;3;2;1;1;2
4431;0;0;1;1;0;2;1;1;0
4435;1;1;0;0;1;2;0;0;1
4458;1;1;1;2;1;2;1;2;1
4459;1;1;0;0;1;2;0;0;1
4460;0;0;1;1;0;2;1;1;0
4463;0;0;1;1;0;2;1;1;0
4480;0;0;0;1;0;2;0;1;0
4484;0;0;1;1;0;2;1;1;0
4500;0;0;1;1;0;2;1;1;0
4501;1;1;0;0;1;2;0;0;1
4504;1;0;0;0;1;2;0;0;0
4510;1;0;0;0;1;2;0;0;0
4522;1;0;0;0;1;2;0;0;0
4527;0;0;0;1;0;2;0;1;0
4537;0;0;0;1;0;2;0;1;0
4539;0;0;1;2;0;2;1;2;0
4552;1;0;0;0;1;2;0;0;0
4564;0;0;1;1;0;2;1;1;0
4568;0;0;1;1;0;2;1;1;0
4583;0;0;1;1;0;2;1;1;0
4602;1;1;0;0;1;2;0;0;1
4603;1;1;1;1;1;2;1;1;1
4615;0;0;1;1;0;2;1;1;0
4622;1;1;0;0;1;2;0;0;1
4637;0;0;1;1;0;2;1;1;0
4638;0;0;2;2;0;2;1;1;0
4645;0;0;1;4;0;2;1;2;0
4672;0;0;1;1;0;2;1;1;0
4682;1;1;0;0;1;2;0;0;1
4694;1;1;0;0;2;2;0;0;2
4698;1;1;0;0;1;2;0;0;1
4707;1;1;0;0;1;2;0;0;1
4720;0;0;2;2;0;2;1;1;0
4724;0;0;1;1;0;2;1;1;0
4725;0;0;2;2;0;2;1;1;0
4726;2;2;0;0;2;2;0;0;2
4743;1;1;0;0;1;2;0;0;1
4749;0;0;6;6;0;2;1;1;0
4753;0;0;1;1;0;2;1;1;0
4780;0;0;1;1;0;2;1;1;0
4802;1;1;0;0;1;2;0;0;1
4810;1;0;0;0;1;2;0;0;0
4830;0;0;1;1;0;2;1;1;0
4840;0;0;1;1;0;2;1;1;0
4855;1;0;0;0;1;2;0;0;0
4862;1;1;0;0;1;2;0;0;1
4865;1;0;0;0;1;2;0;0;0
4884;0;0;1;1;0;2;1;1;0
4894;1;0;0;0;1;2;0;0;0
4902;1;1;0;0;1;2;0;0;1
4912;0;0;1;1;0;2;1;1;0
4924;1;0;0;0;1;2;0;0;0
4929;0;0;1;1;0;2;1;1;0
4939;1;1;0;0;1;2;0;0;1
4944;1;1;0;0;1;2;0;0;1
4946;0;0;1;1;0;2;1;1;0
4968;0;0;3;4;0;2;1;2;0
4984;0;0;0;1;0;2;0;1;0
4987;1;0;0;0;2;2;0;0;0
4997;1;1;1;1;1;2;1;1;1
5001;0;0;0;1;0;2;0;1;0
5017;0;0;0;1;0;2;0;1;0
5020;0;0;1;1;0;2;1;1;0
5025;0;0;0;1;0;2;0;1;0
5036;1;0;0;0;1;2;0;0;0
5049;0;0;1;1;0;2;1;1;0
5050;1;0;0;0;1;2;0;0;0
5051;0;0;1;1;0;2;1;1;0
5055;0;0;0;1;0;2;0;1;0
5081;1;0;0;0;1;2;0;0;0
5085;0;0;0;1;0;2;0;1;0
5086;1;1;1;1;1;2;1;1;1
5121;0;0;0;1;0;2;0;1;0
5123;1;1;0;0;1;2;0;0;1
5124;1;0;0;0;1;2;0;0;0
5134;1;1;0;0;1;2;0;0;1
5136;0;0;0;1;0;2;0;1;0
5150;1;1;0;0;1;2;0;0;1
5157;0;0;0;1;0;2;0;1;0
5162;1;1;0;0;1;2;0;0;1
5171;1;0;0;0;1;2;0;0;0
5197;0;0;3;3;0;2;1;1;0
5203;0;0;3;3;0;2;2;2;0
5217;1;1;1;1;1;2;1;1;1
5247;1;1;0;0;1;2;0;0;1
5248;1;0;0;0;1;2;0;0;0
5261;1;1;0;0;1;2;0;0;1
5262;1;1;0;0;1;2;0;0;1
5267;0;0;1;1;0;2;1;1;0
5278;0;0;0;1;0;2;0;1;0
5290;0;0;1;2;0;2;1;1;0
5301;0;0;1;1;0;2;1;1;0
5348;0;0;1;1;0;2;1;1;0
5354;0;0;1;1;0;2;1;1;0
5373;1;1;1;1;1;2;1;1;1
5375;1;0;0;0;1;2;0;0;0
5377;0;0;3;3;0;2;1;1;0
5390;1;0;1;1;1;2;1;1;0
5392;0;0;1;1;0;2;1;1;0
5396;1;1;0;0;1;2;0;0;1
5405;1;0;1;1;1;2;1;1;0
5414;0;0;1;1;0;2;1;1;0
5429;0;0;1;1;0;2;1;1;0
5431;1;1;0;0;2;2;0;0;2
5443;0;0;0;1;0;2;0;1;0
5468;0;0;0;1;0;2;0;1;0
5485;0;0;7;11;0;2;1;2;0
5488;1;0;0;0;1;2;0;0;0
5489;0;0;2;2;0;2;1;1;0
5506;1;1;0;0;1;2;0;0;1
5510;0;0;1;1;0;2;1;1;0
5527;1;0;0;0;1;2;0;0;0
5553;0;0;2;2;0;2;1;1;0
5567;1;1;0;0;1;2;0;0;1
5570;0;0;1;1;0;2;1;1;0
5581;0;0;1;1;0;2;1;1;0
5587;0;0;1;1;0;2;1;1;0
5600;1;1;0;0;1;2;0;0;1
5605;2;2;0;1;2;2;0;1;2
5607;1;0;0;0;1;2;0;0;0
5612;0;0;1;1;0;2;1;1;0
5614;0;0;2;4;0;2;2;4;0
5615;0;0;2;6;0;2;2;5;0
5654;0;0;0;1;0;2;0;1;0
5670;0;0;0;1;0;2;0;1;0
5690;0;0;2;2;0;2;1;1;0
5695;0;0;1;1;0;2;1;1;0
5699;1;0;1;1;1;2;1;1;0
5715;0;0;0;2;0;2;0;1;0
5765;0;0;1;2;0;2;1;1;0
5767;0;0;1;1;0;2;1;1;0
5789;1;1;0;0;2;2;0;0;2
5794;0;0;2;2;0;2;1;1;0
5796;0;0;1;1;0;2;1;1;0
5808;0;0;1;1;0;2;1;1;0
5814;1;0;0;0;1;2;0;0;0
5820;1;0;0;0;1;2;0;0;0
5840;1;1;0;0;1;2;0;0;1
5842;1;1;0;0;1;2;0;0;1
5881;0;0;1;1;0;2;1;1;0
5905;0;0;1;1;0;2;1;1;0
5917;1;1;4;4;1;2;1;1;1
5937;2;1;2;2;2;2;2;2;1
5951;0;0;0;1;0;2;0;1;0
5956;1;1;0;0;1;2;0;0;1
5961;0;0;1;1;0;2;1;1;0
5978;0;0;0;1;0;2;0;1;0
5981;1;0;0;0;1;2;0;0;0
5986;1;1;0;0;1;2;0;0;1
5988;1;0;0;0;1;2;0;0;0
5997;1;0;0;0;1;2;0;0;0
6034;0;0;1;1;0;2;1;1;0
6036;0;0;1;1;0;2;1;1;0
6047;0;0;1;1;0;2;1;1;0
6052;1;1;0;0;1;2;0;0;1
6054;1;0;0;0;1;2;0;0;0
6056;0;0;1;1;0;2;1;1;0
6098;1;1;0;0;2;2;0;0;2
6101;0;0;1;1;0;2;1;1;0
6103;0;0;0;1;0;2;0;1;0
6110;0;0;1;1;0;2;1;1;0
6130;0;0;0;2;0;2;0;1;0
6152;0;0;1;1;0;2;1;1;0
6165;1;0;0;0;1;2;0;0;0
6171;0;0;0;1;0;2;0;1;0
6175;1;1;0;0;1;2;0;0;1
6187;1;0;0;0;1;2;0;0;0
6212;0;0;1;1;0;2;1;1;0
6218;1;0;0;0;1;2;0;0;0
6220;1;1;0;0;1;2;0;0;1
6231;1;1;0;0;1;2;0;0;1
6283;0;0;6;7;0;2;1;1;0
6285;1;1;0;0;1;2;0;0;1
6299;0;0;1;1;0;2;1;1;0
6302;0;0;1;1;0;2;1;1;0
6304;0;0;0;1;0;2;0;1;0
6305;0;0;1;1;0;2;1;1;0
6306;0;0;1;1;0;2;1;1;0
6334;0;0;3;12;0;2;2;7;0
6354;0;0;2;2;0;2;2;2;0
6358;0;0;1;1;0;2;1;1;0
6407;1;0;1;1;1;2;1;1;0
6414;1;1;1;1;1;2;1;1;1
6426;1;1;0;0;1;2;0;0;1
6440;0;0;0;1;0;2;0;1;0
6462;0;0;2;2;0;2;1;1;0
6491;0;0;1;1;0;2;1;1;0
6493;0;0;1;1;0;2;1;1;0
6513;0;0;1;1;0;2;1;1;0
6526;0;0;1;2;0;2;1;2;0
6537;0;0;1;1;0;2;1;1;0
6548;1;0;0;0;1;2;0;0;0
6571;1;0;0;0;1;2;0;0;0
6572;0;0;1;1;0;2;1;1;0
6580;0;0;2;2;0;2;1;1;0
6594;0;0;0;1;0;2;0;1;0
6610;0;0;0;1;0;2;0;1;0
6616;1;1;0;0;1;2;0;0;1
6618;0;0;1;1;0;2;1;1;0
6622;0;0;1;1;0;2;1;1;0
6651;0;0;1;1;0;2;1;1;0
6654;0;0;0;1;0;2;0;1;0
6659;0;0;1;1;0;2;1;1;0
6661;0;0;1;1;0;2;1;1;0
6682;1;1;0;0;1;2;0;0;1
6684;1;0;0;0;1;2;0;0;0
6695;1;1;0;0;1;2;0;0;1
6716;1;1;1;1;1;2;1;1;1
6718;0;0;12;12;0;2;1;1;0
6732;1;0;0;0;1;2;0;0;0
6741;0;0;1;1;0;2;1;1;0
6748;0;0;1;1;0;2;1;1;0
6766;0;0;1;1;0;2;1;1;0
6769;0;0;0;1;0;2;0;1;0
6772;0;0;1;1;0;2;1;1;0
6805;1;0;0;0;1;2;0;0;0
6811;1;1;1;1;1;2;1;1;1
6820;1;1;0;0;1;2;0;0;1
6844;0;0;1;1;0;2;1;1;0
6856;0;0;1;1;0;2;1;1;0
6866;0;0;0;1;0;2;0;1;0
6874;0;0;0;1;0;2;0;1;0
6881;0;0;0;1;0;2;0;1;0
6882;1;1;0;0;1;2;0;0;1
6916;0;0;1;1;0;2;1;1;0
6933;1;0;0;0;1;2;0;0;0
6937;1;1;0;0;2;2;0;0;1
6949;1;1;0;0;2;2;0;0;2
6993;0;0;2;2;0;2;1;1;0
7013;1;1;0;0;1;2;0;0;1
7048;1;1;0;0;1;2;0;0;1
7067;1;1;0;0;1;2;0;0;1
7070;0;0;2;2;0;2;1;1;0
7073;0;0;1;1;0;2;1;1;0
7095;0;0;1;1;0;2;1;1;0
7116;1;1;0;0;1;2;0;0;1
7117;0;0;1;1;0;2;1;1;0
7126;1;0;0;0;1;2;0;0;0
7130;0;0;1;1;0;2;1;1;0
7137;0;0;2;2;0;2;1;1;0
7144;1;1;0;0;1;2;0;0;1
7147;0;0;1;1;0;2;1;1;0
7148;0;0;9;9;0;2;1;1;0
7160;1;1;2;2;1;2;1;1;1
7169;1;1;0;0;1;2;0;0;1
7189;0;0;1;1;0;2;1;1;0
7208;0;0;1;1;0;2;1;1;0
7249;0;0;0;1;0;2;0;1;0
7254;1;1;0;0;2;2;0;0;2
7260;1;1;0;0;1;2;0;0;1
7274;0;0;1;1;0;2;1;1;0
7277;1;0;2;2;1;2;1;1;0
7280;1;0;0;0;1;2;0;0;0
7282;1;1;0;0;2;2;0;0;2
7284;0;0;1;1;0;2;1;1;0
7285;1;0;0;0;1;2;0;0;0
7292;0;0;0;1;0;2;0;1;0
7299;0;0;0;1;0;2;0;1;0
7312;0;0;1;1;0;2;1;1;0
7316;0;0;1;1;0;2;1;1;0
7354;1;0;0;0;1;2;0;0;0
7362;0;0;0;1;0;2;0;1;0
7403;0;0;1;1;0;2;1;1;0
7404;1;1;0;0;1;2;0;0;1
7411;1;0;1;1;1;2;1;1;0
7418;0;0;1;1;0;2;1;1;0
7451;1;1;0;0;1;2;0;0;1
7463;1;1;0;0;1;2;0;0;1
7502;0;0;1;1;0;2;1;1;0
7557;1;0;0;0;1;2;0;0;0
7571;0;0;1;1;0;2;1;1;0
7587;1;1;0;0;1;2;0;0;1
7599;1;1;0;0;1;2;0;0;1
7600;1;1;7;7;4;2;1;1;4
7614;0;0;1;1;0;2;1;1;0
7620;1;0;0;0;1;2;0;0;0
7636;0;0;1;1;0;2;1;1;0
7665;1;1;0;0;1;2;0;0;1
7690;1;0;0;0;1;2;0;0;0
7703;0;0;0;1;0;2;0;1;0
7710;0;0;1;1;0;2;1;1;0
7713;0;0;1;1;0;2;1;1;0
7738;1;0;0;0;1;2;0;0;0
7741;1;1;0;0;2;2;0;0;2
7757;1;1;1;1;1;2;1;1;1
7781;0;0;1;1;0;2;1;1;0
7808;0;0;1;1;0;2;1;1;0
7879;1;1;0;0;2;2;0;0;2
7924;0;0;2;2;0;2;2;2;0
7929;1;1;0;0;1;2;0;0;1
7938;0;0;1;1;0;2;1;1;0
7977;0;0;1;1;0;2;1;1;0
8015;1;0;0;0;1;2;0;0;0
8035;0;0;4;4;0;2;1;1;0
8043;1;0;1;1;1;2;1;1;0
8074;0;0;1;1;0;2;1;1;0
8098;0;0;2;2;0;2;1;1;0
8143;1;1;1;1;1;2;1;1;1
8153;0;0;0;1;0;2;0;1;0
8164;1;1;0;0;1;2;0;0;1
8203;0;0;1;1;0;2;1;1;0
8229;0;0;1;1;0;2;1;1;0
8253;1;1;0;0;1;2;0;0;1
8256;0;0;0;1;0;2;0;1;0
8290;0;0;0;1;0;2;0;1;0
8306;0;0;1;1;0;2;1;1;0
8344;0;0;1;1;0;2;1;1;0
8366;0;0;0;1;0;2;0;1;0
8396;0;0;3;3;0;2;1;1;0
8438;0;0;0;1;0;2;0;1;0
8455;0;0;1;1;0;2;1;1;0
8468;0;0;2;2;0;2;1;1;0
8514;0;0;0;1;0;2;0;1;0
8517;1;0;0;0;1;2;0;0;0
8518;1;1;1;1;1;2;1;1;1
8527;0;0;1;1;0;2;1;1;0
8585;0;0;0;1;0;2;0;1;0
8587;1;1;0;0;1;2;0;0;1
8608;0;0;0;2;0;2;0;1;0
8615;0;0;1;1;0;2;1;1;0
8623;1;1;0;0;1;2;0;0;1
8627;0;0;1;1;0;2;1;1;0
8634;0;0;3;3;0;2;1;1;0
8635;0;0;1;1;0;2;1;1;0
8661;1;0;0;0;1;2;0;0;0
8665;0;0;1;1;0;2;1;1;0
8701;0;0;1;1;0;2;1;1;0
8703;1;1;0;0;1;2;0;0;1
8768;1;1;0;0;1;2;0;0;1
8811;0;0;1;1;0;2;1;1;0
8869;0;0;0;1;0;2;0;1;0
8893;1;1;1;1;1;2;1;1;1
8895;0;0;1;1;0;2;1;1;0
8902;1;1;0;0;1;2;0;0;1
8958;0;0;1;1;0;2;1;1;0
8965;1;1;0;0;1;2;0;0;1
9001;0;0;1;1;0;2;1;1;0
9022;1;1;0;0;1;2;0;0;1
9080;0;0;0;1;0;2;0;1;0
9095;0;0;0;1;0;2;0;1;0
9101;0;0;1;1;0;2;1;1;0
9105;1;1;1;1;1;2;1;1;1
9124;1;1;0;0;2;2;0;0;1
9129;1;1;1;1;1;2;1;1;1
9136;1;1;0;0;1;2;0;0;1
9139;0;0;0;1;0;2;0;1;0
9144;1;1;0;0;1;2;0;0;1
9196;0;0;2;2;0;2;1;1;0
9197;0;0;1;1;0;2;1;1;0
9200;1;1;0;0;1;2;0;0;1
9223;0;0;1;1;0;2;1;1;0
9235;0;0;1;2;0;2;1;2;0
9241;0;0;0;1;0;2;0;1;0
9268;0;0;2;2;0;2;1;1;0
9296;0;0;2;2;0;2;1;1;0
9304;0;0;1;1;0;2;1;1;0
9309;1;1;0;0;1;2;0;0;1
9322;1;1;0;0;1;2;0;0;1
9324;1;1;0;0;1;2;0;0;1
9361;0;0;1;1;0;2;1;1;0
9371;1;1;0;0;1;2;0;0;1
9383;0;0;0;1;0;2;0;1;0
9398;1;0;0;0;1;2;0;0;0
9419;0;0;2;2;0;2;1;1;0
9420;0;0;1;1;0;2;1;1;0
9452;0;0;0;1;0;2;0;1;0
9460;1;1;0;0;1;2;0;0;1
9483;0;0;1;1;0;2;1;1;0
9485;1;1;0;0;1;2;0;0;1
9531;0;0;1;2;0;2;1;1;0
9549;0;0;0;1;0;2;0;1;0
9551;0;0;1;1;0;2;1;1;0
9575;0;0;1;1;0;2;1;1;0
9615;1;1;1;2;2;2;1;1;2
9642;2;1;0;0;2;2;0;0;1
9655;1;1;0;0;1;2;0;0;1
9723;0;0;1;1;0;2;1;1;0
9742;0;0;1;1;0;2;1;1;0
9809;0;0;1;1;0;2;1;1;0
9881;0;0;1;1;0;2;1;1;0
9925;0;0;0;1;0;2;0;1;0
9926;0;0;1;1;0;2;1;1;0
9927;1;1;0;0;1;2;0;0;1
10026;1;1;0;0;1;2;0;0;1
10072;0;0;1;1;0;2;1;1;0
10078;0;0;0;3;0;2;0;1;0
10125;0;0;0;1;0;2;0;1;0
10187;0;0;0;1;0;2;0;1;0
10203;0;0;1;1;0;2;1;1;0
10216;1;1;0;0;1;2;0;0;1
10243;0;0;1;1;0;2;1;1;0
10325;1;1;0;0;1;2;0;0;1
10370;0;0;0;1;0;2;0;1;0
10378;0;0;1;1;0;2;1;1;0
10382;0;0;1;1;0;2;1;1;0
10393;0;0;1;1;0;2;1;1;0
10446;0;0;1;1;0;2;1;1;0
10470;0;0;1;1;0;2;1;1;0
10490;0;0;0;1;0;2;0;1;0
10498;0;0;1;1;0;2;1;1;0
10502;1;0;0;0;1;2;0;0;0
10525;0;0;1;1;0;2;1;1;0
10546;1;1;0;0;2;2;0;0;2
10591;0;0;1;1;0;2;1;1;0
10592;0;0;1;1;0;2;1;1;0
10608;0;0;1;1;0;2;1;1;0
10621;1;1;0;0;1;2;0;0;1
10649;0;0;1;1;0;2;1;1;0
10657;1;1;0;0;2;2;0;0;2
10659;0;0;1;1;0;2;1;1;0
10666;0;0;1;1;0;2;1;1;0
10702;0;0;1;1;0;2;1;1;0
10733;0;0;0;1;0;2;0;1;0
10745;0;0;1;1;0;2;1;1;0
10763;0;0;3;3;0;2;1;1;0
10791;1;0;0;0;1;2;0;0;0
10818;0;0;1;1;0;2;1;1;0
10824;0;0;1;1;0;2;1;1;0
10918;0;0;0;1;0;2;0;1;0
10933;0;0;0;1;0;2;0;1;0
10971;0;0;1;1;0;2;1;1;0
10988;0;0;0;1;0;2;0;1;0
11009;0;0;1;1;0;2;1;1;0
11063;1;0;0;0;1;2;0;0;0
11065;1;0;0;0;1;2;0;0;0
11095;0;0;1;1;0;2;1;1;0
11134;1;0;0;0;1;2;0;0;0
11139;0;0;0;1;0;2;0;1;0
11172;1;1;3;3;3;2;1;1;3
11174;0;0;1;1;0;2;1;1;0
11191;1;1;0;0;1;2;0;0;1
11272;0;0;1;2;0;2;1;1;0
11318;1;1;0;0;1;2;0;0;1
11354;1;1;0;0;2;2;0;0;2
11405;1;0;0;0;1;2;0;0;0
11486;0;0;0;1;0;2;0;1;0
11549;1;1;0;0;1;2;0;0;1
11593;0;0;0;1;0;2;0;1;0
11650;0;0;1;1;0;2;1;1;0
11653;1;1;0;0;1;2;0;0;1
11711;0;0;2;3;0;2;1;1;0
11728;0;0;0;1;0;2;0;1;0
11739;1;1;0;0;1;2;0;0;1
11796;0;0;2;2;0;2;1;1;0
11805;1;1;0;0;1;2;0;0;1
11866;0;0;0;1;0;2;0;1;0
11883;0;0;0;1;0;2;0;1;0
11906;0;0;1;1;0;2;1;1;0
11932;1;0;0;0;1;2;0;0;0
12003;0;0;1;1;0;2;1;1;0
12053;0;0;1;1;0;2;1;1;0
12065;0;0;1;1;0;2;1;1;0
12094;0;0;1;1;0;2;1;1;0
12169;0;0;1;1;0;2;1;1;0
12257;0;0;0;1;0;2;0;1;0
12324;0;0;0;1;0;2;0;1;0
12354;0;0;0;1;0;2;0;1;0
12424;0;0;1;1;0;2;1;1;0
12498;1;1;0;0;1;2;0;0;1
12577;0;0;0;1;0;2;0;1;0
12584;0;0;0;1;0;2;0;1;0
12600;0;0;1;1;0;2;1;1;0
12615;1;1;0;0;1;2;0;0;1
12780;1;0;0;0;1;2;0;0;0
12799;0;0;1;1;0;2;1;1;0
12803;1;1;0;0;1;2;0;0;1
12866;0;0;1;1;0;2;1;1;0
12902;1;1;0;0;1;2;0;0;1
12950;0;0;1;1;0;2;1;1;0
12963;1;0;0;0;1;2;0;0;0
13095;0;0;1;1;0;2;1;1;0
13304;1;0;0;0;1;2;0;0;0
13520;0;0;1;1;0;2;1;1;0
13548;1;0;0;0;1;2;0;0;0
13585;0;0;1;1;0;2;1;1;0
13765;1;1;0;0;3;2;0;0;2
13867;0;0;1;1;0;2;1;1;0
13923;1;1;0;0;1;2;0;0;1
13932;0;0;1;1;0;2;1;1;0
13967;0;0;1;1;0;2;1;1;0
13969;0;0;0;1;0;2;0;1;0
14005;0;0;1;1;0;2;1;1;0
14084;0;0;0;1;0;2;0;1;0
14222;1;1;0;0;2;2;0;0;2
14417;0;0;4;5;0;2;1;1;0
14498;1;0;0;0;1;2;0;0;0
14547;0;0;1;1;0;2;1;1;0
14625;0;0;0;1;0;2;0;1;0
14654;0;0;0;1;0;2;0;1;0
14678;0;0;0;1;0;2;0;1;0
14740;0;0;1;1;0;2;1;1;0
14784;1;0;0;0;1;2;0;0;0
14863;0;0;1;1;0;2;1;1;0
15029;0;0;1;1;0;2;1;1;0
15149;0;0;1;1;0;2;1;1;0
15246;1;1;0;0;1;2;0;0;1
15379;0;0;1;1;0;2;1;1;0
15521;0;0;1;1;0;2;1;1;0
15754;1;1;0;0;1;2;0;0;1
15787;0;0;1;1;0;2;1;1;0
15881;0;0;1;2;0;2;1;1;0
16019;1;0;0;0;1;2;0;0;0
16064;1;1;0;0;1;2;0;0;1
16068;0;0;1;1;0;2;1;1;0
16119;1;1;0;0;1;2;0;0;1
16152;0;0;1;1;0;2;1;1;0
16261;0;0;0;1;0;2;0;1;0
16547;0;0;1;1;0;2;1;1;0
16725;0;0;1;1;0;2;1;1;0
17104;1;1;0;0;1;2;0;0;1
17213;0;0;12;12;0;2;1;1;0
17734;0;0;1;1;0;2;1;1;0
17813;0;0;0;1;0;2;0;1;0
17849;0;0;0;1;0;2;0;1;0
17876;1;1;0;0;1;2;0;0;1
18145;0;0;1;1;0;2;1;1;0
18559;0;0;0;1;0;2;0;1;0
