user_id;with_flow;regular;with_flow_listened;regular_listened
2951;0;131;0;123
2952;189;385;172;370
2953;309;110;75;68
2954;113;230;84;106
2955;9;424;5;123
2956;15;395;14;341
2957;16;438;5;298
2958;264;256;116;169
2959;141;262;113;233
2960;16;387;14;353
2961;41;593;36;432
2962;417;86;311;66
2963;57;342;36;229
2964;256;178;242;174
2965;47;133;15;102
2966;0;331;0;267
2967;2;175;1;142
2968;571;18;52;1
2969;198;208;15;68
2970;390;174;271;152
2971;150;155;38;121
2972;87;142;5;100
2973;393;58;218;45
2974;67;77;32;72
2975;246;162;56;103
2976;0;70;0;44
2977;5;166;4;119
2978;398;162;200;123
2979;120;298;43;217
2980;179;350;155;305
2981;373;155;188;95
2982;117;220;60;186
2983;388;183;380;169
2984;106;317;61;141
2985;101;280;78;254
2986;8;136;6;124
2987;192;212;102;180
2988;156;296;121;194
2989;419;79;396;74
2990;85;503;67;396
2991;0;364;0;174
2992;274;174;46;117
2993;321;274;303;222
2994;437;119;368;95
2995;21;181;20;172
2996;46;305;24;186
2997;23;234;9;206
2998;201;299;181;262
2999;39;198;7;85
3000;65;529;37;424
3001;286;114;191;89
3002;90;371;57;351
3003;22;197;15;177
3004;7;418;1;163
3005;255;201;100;152
3006;39;525;34;522
3007;218;90;104;66
3008;174;297;108;163
3009;53;231;26;184
3010;92;161;78;158
3011;105;262;98;241
3012;279;222;57;96
3013;27;447;23;299
3014;43;421;14;303
3015;51;353;13;141
3016;96;412;76;330
3017;310;126;181;105
3018;87;93;78;80
3019;8;255;4;162
3020;14;357;7;325
3021;403;243;239;134
3022;388;20;156;17
3023;232;298;228;291
3024;80;385;63;312
3025;424;64;76;24
3026;402;110;281;99
3027;223;158;72;65
3028;164;377;157;367
3029;155;274;46;106
3030;327;226;79;134
3031;1;163;0;77
3032;113;282;86;233
3033;112;256;57;161
3034;220;153;185;110
3035;247;320;233;315
3036;312;123;94;75
3037;319;184;47;57
3038;187;138;71;92
3039;31;318;5;70
3040;26;346;7;53
3041;91;487;72;416
3042;88;92;16;71
3043;394;168;297;155
3044;114;333;33;235
3045;16;301;11;276
3046;171;160;31;112
3047;136;465;106;410
3048;423;21;229;15
3049;308;235;235;191
3050;219;371;178;300
3051;392;39;30;21
3052;4;245;3;200
3053;0;294;0;285
3054;86;290;52;208
3055;18;216;15;170
3056;42;128;15;87
3057;267;136;239;118
3058;55;311;52;282
3059;112;188;92;128
3060;149;376;145;363
3061;350;138;170;117
3062;2;463;1;171
3063;65;272;37;209
3064;327;107;141;95
3065;102;107;99;92
3066;274;282;226;221
3067;106;516;105;511
3068;171;173;165;170
3069;0;347;0;312
3070;229;297;94;164
3071;3;302;0;213
3072;325;139;199;97
3073;209;355;157;293
3074;82;241;65;223
3075;340;129;242;45
3076;246;280;213;219
3077;107;280;68;220
3078;140;380;70;246
3079;27;385;15;304
3080;303;236;303;232
3081;9;333;5;208
3082;123;321;112;210
3083;200;229;24;148
3084;80;449;12;80
3085;509;29;328;22
3086;2;339;0;333
3087;287;104;175;95
3088;176;269;130;189
3089;435;85;400;84
3090;189;226;95;155
3091;73;224;71;208
3092;304;144;145;83
3093;317;188;234;135
3094;138;189;38;106
3095;285;255;250;240
3096;0;235;0;152
3097;175;168;162;155
3098;269;123;131;90
3099;225;221;178;202
3100;208;176;163;86
3101;64;323;63;265
3102;0;273;0;250
3103;168;458;76;227
3104;140;459;83;376
3105;16;368;9;214
3106;237;159;222;149
3107;22;187;4;146
3108;46;356;45;340
3109;310;332;299;309
3110;80;297;63;238
3111;354;163;178;115
3112;299;95;241;78
3113;141;181;7;77
3114;100;200;18;150
3115;5;162;5;110
3116;318;48;124;30
3117;384;87;318;71
3118;57;447;52;419
3119;214;385;206;357
3120;404;158;305;142
3121;124;325;103;316
3122;269;105;110;93
3123;125;312;89;268
3124;1;304;1;297
3125;380;138;146;110
3126;416;22;392;21
3127;16;310;8;192
3128;46;226;31;188
3129;173;438;127;314
3130;2;95;0;76
3131;229;335;168;215
3132;223;291;81;100
3133;381;97;376;97
3134;350;160;48;69
3135;194;154;166;146
3136;195;202;194;198
3137;2;120;1;102
3138;67;156;58;133
3139;198;203;105;130
3140;158;276;90;218
3141;91;266;76;239
3142;212;272;64;198
3143;308;187;213;138
3144;29;275;13;199
3145;156;382;114;174
3146;56;248;10;182
3147;67;218;7;81
3148;32;213;6;172
3149;344;78;48;42
3150;266;236;227;197
3151;195;251;191;246
3152;357;91;340;81
3153;19;219;14;161
3154;170;389;152;269
3155;11;313;3;201
3156;49;361;47;357
3157;40;279;38;261
3158;77;160;14;103
3159;8;129;6;115
3160;220;248;138;204
3161;103;303;69;212
3162;148;346;135;271
3163;77;244;41;192
3164;191;154;100;122
3165;66;332;29;209
3166;6;106;2;88
3167;15;290;14;258
3168;138;389;133;374
3169;12;131;10;131
3170;91;379;7;135
3171;37;590;30;301
3172;184;443;178;430
3173;23;329;4;294
3174;391;155;56;28
3175;9;159;5;105
3176;40;204;21;184
3177;148;336;20;90
3178;373;86;330;57
3179;16;454;1;137
3180;201;346;171;297
3181;55;287;30;217
3182;69;550;55;462
3183;238;143;221;121
3184;208;204;161;177
3185;53;79;16;34
3186;412;36;407;36
3187;187;372;179;358
3188;22;314;18;256
3189;115;232;80;169
3190;1;205;1;185
3191;204;233;156;137
3192;139;326;112;228
3193;82;386;79;301
3194;3;201;0;126
3195;64;245;32;178
3196;126;194;110;152
3197;260;328;192;259
3198;92;414;50;381
3199;63;273;60;252
3200;30;300;27;275
3201;7;307;2;134
3202;0;456;0;297
3203;131;91;68;68
3204;211;257;85;221
3205;313;277;307;250
3206;15;207;8;161
3207;323;197;151;117
3208;125;326;122;288
3209;83;373;46;280
3210;39;373;24;276
3211;66;475;44;135
3212;76;455;75;444
3213;32;204;2;73
3214;107;481;63;273
3215;369;162;350;156
3216;227;248;31;89
3217;7;360;4;84
3218;251;219;150;202
3219;368;125;347;115
3220;157;253;139;236
3221;11;237;6;159
3222;164;313;115;281
3223;326;283;280;273
3224;218;357;183;324
3225;31;323;31;261
3226;14;463;11;425
3227;157;335;53;169
3228;43;412;40;273
3229;129;298;40;174
3230;4;239;3;163
3231;122;396;3;58
3232;2;272;2;266
3233;27;324;15;182
3234;29;493;9;220
3235;261;262;232;249
3236;182;271;144;248
3237;31;213;7;170
3238;110;169;101;168
3239;28;260;22;198
3240;229;371;226;367
3241;63;208;60;163
3242;286;154;224;129
3243;45;181;21;99
3244;177;334;161;332
3245;105;406;93;211
3246;174;318;154;152
3247;255;208;57;90
3248;154;203;81;161
3249;231;239;95;161
3250;4;298;1;222
3251;497;101;375;71
3252;28;234;11;211
3253;82;399;79;384
3254;330;231;117;119
3255;89;400;71;356
3256;11;323;7;257
3257;462;125;37;34
3258;349;138;58;83
3259;129;460;115;439
3260;106;160;4;76
3261;33;128;12;96
3262;5;107;1;85
3263;18;309;9;274
3264;41;236;31;189
3265;319;85;70;45
3266;3;123;2;110
3267;352;221;31;50
3268;104;206;71;189
3269;239;223;217;215
3270;96;450;90;435
3271;101;335;90;327
3272;184;210;20;150
3273;0;211;0;148
3274;32;476;32;466
3275;391;91;203;51
3276;121;197;114;188
3277;366;102;150;39
3278;47;308;27;189
3279;410;107;60;51
3280;251;383;246;359
3281;180;369;150;333
3282;367;196;66;52
3283;361;25;332;23
3284;183;228;169;219
3285;30;470;29;456
3286;365;99;306;90
3287;22;449;14;352
3288;345;89;322;84
3289;0;171;0;81
3290;169;137;120;101
3291;44;443;43;398
3292;135;152;72;144
3293;194;412;24;408
3294;1;210;0;207
3295;158;181;97;152
3296;82;420;45;173
3297;248;183;238;152
3298;326;26;152;21
3299;181;310;173;305
3300;350;153;244;41
3301;169;375;19;65
3302;32;330;31;319
3303;233;218;222;151
3304;23;166;20;118
3305;27;167;20;76
3306;82;171;51;105
3307;45;444;9;145
3308;4;127;0;105
3309;96;215;35;66
3310;159;263;137;229
3311;16;237;0;187
3312;206;159;148;88
3313;57;140;47;132
3314;260;212;214;199
3315;49;55;41;34
3316;323;71;193;50
3317;49;190;26;138
3318;0;308;0;211
3319;226;163;215;153
3320;80;365;62;342
3321;317;157;294;78
3322;94;164;74;155
3323;95;364;46;228
3324;23;379;19;260
3325;37;231;13;141
3326;177;415;176;412
3327;185;264;54;157
3328;392;22;277;18
3329;85;271;78;230
3330;83;420;43;173
3331;12;163;11;128
3332;71;282;41;177
3333;191;205;145;149
3334;279;232;63;76
3335;270;247;186;206
3336;304;103;80;84
3337;108;367;77;313
3338;225;248;183;192
3339;169;363;166;337
3340;0;498;0;242
3341;37;407;13;349
3342;0;133;0;124
3343;202;336;72;89
3344;436;60;381;53
3345;109;432;71;317
3346;2;374;1;278
3347;80;287;66;157
3348;357;240;284;203
3349;323;165;75;92
3350;250;51;144;32
3351;295;126;110;79
3352;215;131;152;101
3353;67;306;27;155
3354;235;126;37;75
3355;80;376;64;250
3356;10;258;9;214
3357;265;139;107;113
3358;55;185;6;99
3359;21;245;6;212
3360;188;84;69;76
3361;220;183;114;142
3362;5;432;4;258
3363;267;260;203;249
3364;81;267;38;218
3365;137;155;70;129
3366;143;234;41;197
3367;80;364;69;342
3368;0;211;0;149
3369;235;272;228;197
3370;116;362;60;327
3371;99;228;65;186
3372;81;399;66;338
3373;23;176;13;137
3374;289;265;227;257
3375;179;314;109;265
3376;296;144;71;45
3377;181;289;176;261
3378;126;112;26;66
3379;253;262;248;216
3380;24;394;21;334
3381;420;88;253;74
3382;290;177;271;176
3383;2;368;2;309
3384;226;213;168;196
3385;107;314;84;254
3386;308;15;272;14
3387;379;55;215;43
3388;65;289;31;84
3389;132;150;5;70
3390;4;239;3;233
3391;58;426;54;351
3392;401;136;57;121
3393;30;429;11;184
3394;3;131;3;125
3395;155;355;144;262
3396;4;209;3;142
3397;48;502;24;452
3398;306;141;170;63
3399;50;441;33;220
3400;201;291;123;232
3401;276;176;20;46
3402;48;291;11;193
3403;13;495;6;377
3404;57;322;52;320
3405;229;280;113;201
3406;7;259;5;194
3407;3;362;1;189
3408;30;134;18;123
3409;2;35;2;35
3410;313;226;101;79
3411;115;495;96;481
3412;435;65;155;59
3413;29;138;0;118
3414;0;391;0;331
3415;97;309;94;298
3416;9;289;6;259
3417;315;92;145;58
3418;388;7;210;4
3419;362;137;201;90
3420;56;200;38;172
3421;232;230;140;113
3422;100;351;48;138
3423;291;205;186;121
3424;353;193;14;64
3425;288;79;224;71
3426;20;242;6;94
3427;164;223;93;197
3428;90;287;49;211
3429;16;419;14;259
3430;41;266;21;173
3431;47;378;40;291
3432;80;141;43;126
3433;4;173;4;112
3434;15;257;15;173
3435;8;357;5;334
3436;74;443;65;416
3437;0;434;0;316
3438;366;182;330;162
3439;39;41;33;40
3440;400;110;194;60
3441;198;210;95;153
3442;2;199;2;178
3443;11;308;10;232
3444;102;300;41;141
3445;117;283;79;168
3446;7;156;7;137
3447;63;326;60;234
3448;0;204;0;136
3449;0;244;0;131
3450;13;429;9;220
3451;209;257;121;239
3452;278;248;75;129
3453;243;95;66;59
3454;209;366;206;363
3455;2;204;0;189
3456;129;262;93;173
3457;157;228;115;139
3458;233;325;140;314
3459;511;35;123;1
3460;157;322;109;275
3461;284;235;68;99
3462;203;230;95;168
3463;1;106;0;98
3464;216;319;176;277
3465;282;224;228;133
3466;0;114;0;97
3467;50;321;44;276
3468;9;179;6;156
3469;140;374;121;324
3470;47;93;37;93
3471;116;227;109;147
3472;263;251;187;191
3473;363;166;324;141
3474;206;273;203;268
3475;0;314;0;308
3476;233;343;164;288
3477;236;265;233;253
3478;0;243;0;154
3479;2;219;1;217
3480;12;140;6;100
3481;83;381;41;158
3482;305;120;222;96
3483;329;169;164;155
3484;22;237;17;126
3485;312;68;173;52
3486;1;258;1;207
3487;1;248;0;224
3488;417;72;90;19
3489;71;314;25;193
3490;30;248;28;194
3491;247;323;242;317
3492;340;92;203;60
3493;235;334;147;245
3494;109;307;98;297
3495;238;269;117;184
3496;1;244;1;152
3497;186;297;152;261
3498;256;202;153;153
3499;36;390;25;335
3500;0;213;0;174
3501;71;473;70;435
3502;4;252;3;211
3503;103;247;1;104
3504;166;225;108;184
3505;269;217;197;112
3506;392;86;206;65
3507;33;225;7;192
3508;430;40;144;17
3509;22;346;15;260
3510;26;223;19;185
3511;138;404;135;397
3512;65;139;37;126
3513;191;419;189;415
3514;3;533;0;116
3515;125;231;109;157
3516;349;140;304;134
3517;203;237;2;35
3518;65;458;62;399
3519;91;316;50;266
3520;186;303;82;199
3521;189;286;131;238
3522;11;324;9;230
3523;269;116;131;105
3524;224;199;152;167
3525;99;313;64;254
3526;16;48;4;34
3527;301;168;153;102
3528;407;98;135;30
3529;27;314;24;305
3530;39;510;25;367
3531;18;236;16;194
3532;24;235;0;74
3533;357;88;184;65
3534;6;77;0;61
3535;21;204;12;152
3536;122;337;39;185
3537;238;190;138;114
3538;177;279;63;214
3539;168;228;135;197
3540;74;226;35;184
3541;170;212;155;200
3542;362;66;196;40
3543;116;274;53;186
3544;80;289;78;274
3545;6;298;4;235
3546;5;452;1;379
3547;3;103;3;102
3548;136;416;65;202
3549;0;261;0;204
3550;25;198;11;189
3551;226;319;212;206
3552;122;445;51;138
3553;247;103;225;83
3554;250;197;63;80
3555;127;253;105;199
3556;328;95;142;76
3557;67;278;12;136
3558;6;173;4;152
3559;107;192;107;189
3560;30;159;24;157
3561;0;230;0;136
3562;97;251;82;214
3563;294;203;256;163
3564;295;142;136;96
3565;28;274;15;187
3566;242;156;37;101
3567;32;177;16;144
3568;15;335;14;304
3569;101;337;24;175
3570;409;28;212;24
3571;108;111;0;49
3572;201;286;151;225
3573;1;61;0;57
3574;110;103;70;99
3575;65;289;51;258
3576;196;215;115;99
3577;2;96;0;72
3578;198;165;198;164
3579;255;35;36;32
3580;44;440;44;428
3581;59;233;7;60
3582;114;251;8;114
3583;0;124;0;117
3584;294;187;277;175
3585;225;332;141;223
3586;1;216;0;195
3587;282;158;69;112
3588;68;469;17;143
3589;71;222;27;155
3590;125;293;98;286
3591;431;5;196;4
3592;216;227;212;211
3593;11;290;7;220
3594;291;205;14;35
3595;219;307;198;300
3596;241;332;235;312
3597;96;270;92;250
3598;116;265;75;211
3599;45;288;45;239
3600;334;115;122;98
3601;217;213;127;136
3602;64;262;57;256
3603;261;180;183;151
3604;18;407;17;374
3605;374;34;154;16
3606;1;38;0;34
3607;340;21;169;19
3608;262;176;196;133
3609;151;152;147;147
3610;341;209;339;205
3611;99;264;18;207
3612;28;242;2;75
3613;3;286;1;175
3614;149;299;143;248
3615;357;90;96;64
3616;129;291;51;181
3617;124;246;101;207
3618;72;219;44;149
3619;120;224;72;161
3620;139;220;29;141
3621;241;214;87;182
3622;67;125;55;124
3623;57;219;25;171
3624;7;121;4;95
3625;177;182;169;176
3626;302;169;137;63
3627;42;435;36;415
3628;3;78;3;76
3629;1;319;0;174
3630;277;262;141;121
3631;322;113;99;90
3632;266;141;194;109
3633;313;68;86;46
3634;72;96;38;51
3635;53;335;12;160
3636;22;278;14;228
3637;49;455;40;393
3638;312;168;189;128
3639;12;176;8;117
3640;407;18;119;16
3641;297;189;138;118
3642;0;133;0;109
3643;165;363;121;305
3644;0;186;0;120
3645;157;165;72;98
3646;3;251;0;110
3647;0;291;0;148
3648;9;394;6;363
3649;13;260;12;225
3650;217;272;206;250
3651;184;177;59;141
3652;357;195;7;5
3653;49;144;32;143
3654;8;247;3;100
3655;143;374;138;361
3656;367;170;151;113
3657;170;352;158;329
3658;13;316;11;266
3659;9;77;3;62
3660;99;151;62;113
3661;35;207;22;149
3662;448;0;159;0
3663;156;311;98;239
3664;22;204;13;169
3665;166;168;101;146
3666;15;175;11;167
3667;68;375;64;360
3668;35;415;23;311
3669;70;324;44;297
3670;101;369;63;345
3671;193;125;95;102
3672;103;245;85;187
3673;3;301;0;128
3674;158;181;132;160
3675;13;267;7;253
3676;83;370;64;245
3677;3;565;3;517
3678;52;346;43;344
3679;53;53;18;50
3680;164;276;33;70
3681;8;248;2;213
3682;9;245;2;185
3683;13;134;12;99
3684;1;238;0;82
3685;126;315;38;98
3686;272;224;224;211
3687;66;135;66;113
3688;99;210;29;109
3689;62;467;59;404
3690;108;297;96;280
3691;48;403;44;354
3692;15;185;10;151
3693;37;295;17;214
3694;291;162;234;144
3695;75;340;42;307
3696;61;174;57;118
3697;45;342;35;277
3698;197;264;166;246
3699;100;181;86;176
3700;351;102;283;64
3701;271;59;152;49
3702;371;136;333;122
3703;0;287;0;127
3704;169;204;151;146
3705;231;150;171;139
3706;362;70;335;64
3707;278;62;43;46
3708;43;415;30;255
3709;4;212;3;200
3710;40;247;29;162
3711;0;41;0;32
3712;317;136;82;38
3713;167;233;167;165
3714;216;249;205;236
3715;17;424;6;153
3716;238;137;163;119
3717;278;192;64;108
3718;280;120;164;93
3719;20;445;20;431
3720;236;215;167;186
3721;101;211;56;166
3722;76;220;18;163
3723;128;122;47;80
3724;230;285;184;132
3725;88;319;74;237
3726;295;108;214;98
3727;220;227;91;160
3728;7;371;6;337
3729;285;172;253;157
3730;16;200;12;168
3731;327;10;251;4
3732;275;162;264;128
3733;84;488;76;487
3734;19;139;11;119
3735;12;105;10;93
3736;30;246;25;193
3737;0;275;0;101
3738;36;459;31;393
3739;166;131;153;129
3740;67;170;33;145
3741;183;221;88;96
3742;0;72;0;67
3743;129;161;119;151
3744;142;211;72;157
3745;50;365;44;319
3746;130;75;108;61
3747;9;363;4;350
3748;191;194;147;170
3749;329;77;281;67
3750;225;218;199;206
3751;164;252;156;183
3752;34;240;23;214
3753;365;3;111;2
3754;2;197;2;171
3755;16;197;14;157
3756;39;333;19;97
3757;305;31;303;30
3758;157;194;84;133
3759;59;328;7;133
3760;134;324;91;264
3761;371;117;61;59
3762;65;137;53;119
3763;77;284;73;254
3764;160;243;151;231
3765;63;414;59;401
3766;2;223;2;218
3767;89;121;82;118
3768;179;312;89;239
3769;0;403;0;94
3770;13;236;10;227
3771;41;503;33;327
3772;276;87;243;68
3773;277;213;161;163
3774;160;395;152;373
3775;354;39;78;11
3776;24;170;21;138
3777;67;257;40;188
3778;4;223;3;161
3779;271;95;53;33
3780;62;234;35;130
3781;364;60;288;49
3782;46;494;41;475
3783;309;156;247;86
3784;5;408;2;273
3785;168;279;163;228
3786;11;520;11;496
3787;8;400;5;378
3788;31;260;28;210
3789;265;75;125;73
3790;240;259;46;134
3791;160;322;51;159
3792;28;312;22;308
3793;155;148;96;126
3794;226;233;153;198
3795;0;228;0;142
3796;0;262;0;150
3797;3;235;2;222
3798;80;379;61;332
3799;20;209;15;191
3800;124;296;56;119
3801;450;46;450;40
3802;215;296;195;282
3803;327;74;258;45
3804;97;391;52;225
3805;177;396;171;394
3806;105;149;97;96
3807;80;55;26;44
3808;79;437;31;184
3809;402;56;351;56
3810;282;168;269;155
3811;126;132;93;128
3812;0;297;0;256
3813;259;176;190;153
3814;45;323;28;207
3815;419;20;357;19
3816;0;117;0;102
3817;383;74;248;52
3818;134;113;108;93
3819;119;111;73;65
3820;128;348;89;272
3821;124;279;91;240
3822;35;257;17;176
3823;387;98;296;92
3824;133;327;94;174
3825;369;110;138;105
3826;249;96;145;75
3827;126;297;102;287
3828;103;205;51;154
3829;180;196;86;133
3830;279;138;276;137
3831;23;268;22;261
3832;47;327;19;244
3833;197;349;170;332
3834;95;155;32;124
3835;19;198;16;141
3836;0;171;0;110
3837;264;192;153;80
3838;0;378;0;233
3839;4;75;2;59
3840;50;301;50;281
3841;225;257;85;114
3842;9;395;4;132
3843;1;398;1;165
3844;171;278;69;191
3845;218;203;209;199
3846;154;133;54;85
3847;323;181;311;173
3848;406;57;393;55
3849;129;322;94;284
3850;6;89;5;80
3851;8;486;8;472
3852;31;236;25;205
3853;241;191;120;133
3854;204;279;200;278
3855;301;135;280;129
3856;117;234;100;204
3857;267;169;159;137
3858;252;137;221;121
3859;150;201;87;174
3860;385;15;29;10
3861;324;149;234;120
3862;42;188;32;177
3863;104;154;97;133
3864;81;119;55;98
3865;0;130;0;55
3866;20;199;5;148
3867;113;297;100;291
3868;126;331;85;228
3869;13;69;0;66
3870;6;426;4;382
3871;290;188;179;87
3872;180;205;80;144
3873;369;168;55;64
3874;161;264;8;112
3875;2;394;2;325
3876;8;175;4;133
3877;41;260;41;249
3878;253;185;250;175
3879;94;167;41;89
3880;265;141;240;124
3881;48;279;40;216
3882;206;368;163;360
3883;50;159;7;129
3884;1;276;1;225
3885;73;347;22;152
3886;120;312;59;83
3887;303;23;221;19
3888;48;322;44;310
3889;300;123;108;57
3890;39;136;31;91
3891;227;150;141;89
3892;177;324;120;192
3893;140;239;105;177
3894;15;361;8;240
3895;12;241;10;217
3896;12;64;10;58
3897;233;126;227;124
3898;4;140;0;107
3899;100;260;86;256
3900;402;60;169;29
3901;66;313;21;214
3902;110;191;57;145
3903;119;222;110;208
3904;1;192;0;156
3905;79;4;77;4
3906;282;194;43;122
3907;14;343;12;336
3908;24;236;2;139
3909;276;141;66;67
3910;14;240;9;195
3911;269;221;156;137
3912;26;155;24;126
3913;21;64;6;48
3914;125;311;103;274
3915;37;222;37;214
3916;393;74;31;46
3917;164;135;13;48
3918;70;365;66;294
3919;26;149;16;73
3920;169;167;113;116
3921;416;46;219;38
3922;114;292;37;155
3923;14;278;7;181
3924;9;293;1;212
3925;169;174;60;120
3926;21;142;13;138
3927;30;171;16;115
3928;129;206;48;129
3929;11;84;9;74
3930;172;303;136;180
3931;247;280;102;229
3932;21;201;12;146
3933;221;184;175;152
3934;300;104;282;90
3935;370;0;159;0
3936;34;429;23;325
3937;217;304;212;292
3938;188;237;117;118
3939;192;337;156;316
3940;8;152;6;143
3941;22;441;17;325
3942;17;395;5;72
3943;18;345;13;272
3944;27;339;16;227
3945;114;352;86;300
3946;50;117;7;86
3947;7;172;5;111
3948;293;174;291;158
3949;338;119;328;116
3950;52;472;32;405
3951;300;138;288;129
3952;183;280;154;221
3953;168;234;25;203
3954;425;24;62;22
3955;161;95;93;82
3956;2;111;0;102
3957;50;115;16;109
3958;159;280;83;141
3959;114;121;4;31
3960;270;233;199;159
3961;10;385;10;244
3962;46;156;38;142
3963;191;74;122;63
3964;95;128;80;115
3965;150;156;146;123
3966;344;41;101;26
3967;205;150;115;117
3968;228;165;222;159
3969;157;287;146;253
3970;290;253;90;119
3971;299;62;171;56
3972;143;345;128;266
3973;24;243;18;200
3974;177;101;87;64
3975;0;420;0;418
3976;5;87;1;55
3977;51;93;4;50
3978;69;234;61;203
3979;272;105;230;76
3980;28;137;19;99
3981;117;341;76;299
3982;259;142;193;53
3983;5;372;1;364
3984;50;109;19;90
3985;260;167;165;123
3986;271;158;249;122
3987;18;218;18;213
3988;0;297;0;229
3989;292;98;80;42
3990;6;216;2;87
3991;7;411;3;265
3992;32;344;28;270
3993;219;229;150;179
3994;183;179;117;151
3995;37;362;26;353
3996;121;300;101;282
3997;109;259;44;202
3998;398;0;312;0
3999;0;252;0;177
4000;326;69;301;69
4001;124;240;85;195
4002;46;96;31;65
4003;106;309;45;242
4004;259;240;233;212
4005;6;249;2;83
4006;163;219;59;157
4007;365;63;50;22
4008;6;179;4;119
4009;127;122;116;119
4010;22;117;5;78
4011;181;172;141;119
4012;445;26;222;19
4013;123;418;111;384
4014;259;251;83;72
4015;129;236;112;213
4016;181;175;66;172
4017;344;75;74;30
4018;44;266;12;122
4019;63;499;52;492
4020;260;59;195;52
4021;194;126;193;82
4022;89;397;45;332
4023;248;86;88;77
4024;32;265;6;102
4025;230;129;223;125
4026;299;114;98;47
4027;51;421;20;281
4028;84;139;24;105
4029;393;59;119;34
4030;30;120;15;100
4031;28;208;10;101
4032;27;171;16;152
4033;281;77;89;65
4034;59;174;31;122
4035;43;146;31;115
4036;177;285;37;50
4037;0;217;0;201
4038;98;163;25;122
4039;368;85;303;62
4040;329;41;88;32
4041;75;104;18;62
4042;74;341;22;141
4043;152;226;69;179
4044;108;209;86;182
4045;43;147;9;100
4046;114;337;91;293
4047;26;99;25;93
4048;27;408;20;383
4049;205;293;174;253
4050;334;137;131;78
4051;314;34;273;33
4052;360;61;218;42
4053;176;242;148;137
4054;111;185;106;176
4055;38;340;21;153
4056;16;105;10;90
4057;120;147;86;129
4058;196;184;190;184
4059;267;120;36;50
4060;91;302;78;276
4061;236;145;145;93
4062;9;316;4;103
4063;0;199;0;176
4064;4;343;3;261
4065;423;13;248;7
4066;2;163;1;119
4067;49;285;41;258
4068;79;178;63;166
4069;202;146;75;92
4070;242;162;125;106
4071;8;345;7;330
4072;236;202;182;111
4073;124;338;109;297
4074;175;266;97;155
4075;110;399;37;190
4076;9;276;1;116
4077;197;301;172;242
4078;38;184;22;139
4079;184;213;139;194
4080;160;266;137;236
4081;41;412;26;228
4082;202;155;180;128
4083;62;135;30;120
4084;15;200;9;133
4085;298;81;257;60
4086;91;388;68;340
4087;143;301;93;283
4088;110;336;84;272
4089;97;403;87;364
4090;314;130;52;29
4091;136;247;125;216
4092;119;137;88;119
4093;229;214;79;108
4094;269;64;210;60
4095;155;336;154;335
4096;280;88;193;76
4097;346;133;327;123
4098;196;41;5;32
4099;185;288;127;209
4100;329;67;114;53
4101;122;367;78;271
4102;179;312;71;157
4103;208;189;65;127
4104;227;274;131;246
4105;0;177;0;172
4106;372;18;135;10
4107;53;382;1;46
4108;100;360;100;285
4109;217;25;194;25
4110;258;144;187;102
4111;37;440;37;433
4112;78;310;76;230
4113;283;101;248;85
4114;0;329;0;324
4115;54;335;7;230
4116;234;216;140;177
4117;191;259;115;244
4118;4;227;2;190
4119;6;184;2;144
4120;276;232;187;181
4121;65;198;49;147
4122;13;134;4;126
4123;184;143;103;121
4124;42;387;23;264
4125;206;145;80;122
4126;246;174;178;143
4127;159;256;144;245
4128;125;247;97;224
4129;66;169;57;157
4130;199;132;197;131
4131;50;313;28;197
4132;101;403;91;239
4133;159;144;137;144
4134;110;369;77;294
4135;1;204;1;158
4136;256;101;102;73
4137;165;206;148;183
4138;11;248;11;170
4139;172;190;149;138
4140;7;240;4;197
4141;129;215;60;107
4142;185;259;152;226
4143;298;74;236;65
4144;213;119;152;94
4145;202;133;124;90
4146;294;105;122;59
4147;0;249;0;196
4148;347;68;302;60
4149;2;153;0;107
4150;68;350;63;331
4151;114;241;44;163
4152;12;329;4;135
4153;192;240;96;135
4154;13;211;7;133
4155;0;265;0;259
4156;139;130;94;101
4157;306;72;271;38
4158;0;155;0;127
4159;20;227;11;127
4160;229;215;127;197
4161;8;298;4;244
4162;257;157;107;86
4163;3;149;0;117
4164;189;281;137;174
4165;18;96;14;85
4166;0;109;0;100
4167;163;249;158;224
4168;378;104;135;62
4169;3;220;3;209
4170;34;382;17;242
4171;357;55;334;43
4172;355;169;30;73
4173;283;146;267;141
4174;125;178;70;146
4175;278;199;264;170
4176;12;326;10;216
4177;39;455;4;160
4178;386;19;303;14
4179;41;208;17;146
4180;215;80;6;41
4181;296;69;80;41
4182;265;142;172;106
4183;1;95;0;85
4184;322;175;296;173
4185;338;27;216;21
4186;5;185;5;160
4187;206;175;82;74
4188;5;85;4;81
4189;36;329;36;320
4190;2;110;1;102
4191;103;328;87;300
4192;37;172;20;144
4193;300;161;282;106
4194;118;356;97;273
4195;417;6;73;4
4196;39;160;24;147
4197;307;89;191;72
4198;19;252;1;133
4199;235;232;222;171
4200;4;77;3;69
4201;242;70;22;52
4202;149;99;86;79
4203;109;197;60;154
4204;1;147;1;146
4205;8;114;7;103
4206;5;431;1;427
4207;5;364;3;325
4208;7;208;1;154
4209;61;317;61;313
4210;14;327;9;248
4211;235;142;58;49
4212;203;163;125;89
4213;27;49;14;38
4214;163;295;83;165
4215;292;150;16;35
4216;22;494;3;180
4217;51;372;44;282
4218;212;241;209;240
4219;16;50;8;46
4220;7;290;5;229
